location_name,horizon,value,date
Alabama,3,63.20421404878691,2024-12-07
Alaska,3,13.961189848708164,2024-12-07
Arizona,3,816.6917776678793,2024-12-07
Arkansas,3,13.964341423472217,2024-12-07
California,3,597.3155885475643,2024-12-07
Colorado,3,50.51814014248846,2024-12-07
Connecticut,3,44.581165999595875,2024-12-07
Delaware,3,11.395771902819959,2024-12-07
District of Columbia,3,16.311584196150957,2024-12-07
Florida,3,626.7856136717347,2024-12-07
Georgia,3,86.4228135288442,2024-12-07
Hawaii,3,11.221681894271963,2024-12-07
Idaho,3,37.89087281282758,2024-12-07
Illinois,3,57.25405694906986,2024-12-07
Indiana,3,91.66835403404414,2024-12-07
Iowa,3,17.906777458309467,2024-12-07
Kansas,3,15.9750432755186,2024-12-07
Kentucky,3,34.657987535736446,2024-12-07
Louisiana,3,102.01939072532535,2024-12-07
Maine,3,8.891132522919856,2024-12-07
Maryland,3,22.539790835617634,2024-12-07
Massachusetts,3,29.43383655711239,2024-12-07
Michigan,3,156.1219500330892,2024-12-07
Minnesota,3,119.55117090042218,2024-12-07
Mississippi,3,43.93317636583018,2024-12-07
Missouri,3,78.66698103362884,2024-12-07
Montana,3,9.711432791753145,2024-12-07
Nebraska,3,9.319090912479059,2024-12-07
Nevada,3,67.1537898081096,2024-12-07
New Hampshire,3,25.77786703518361,2024-12-07
New Jersey,3,73.00952399176822,2024-12-07
New Mexico,3,48.765089686747544,2024-12-07
New York,3,177.84609256873156,2024-12-07
North Carolina,3,102.27024539753786,2024-12-07
North Dakota,3,27.966160833231868,2024-12-07
Ohio,3,368.36196049372194,2024-12-07
Oklahoma,3,68.90044023720645,2024-12-07
Oregon,3,39.320620920736786,2024-12-07
Pennsylvania,3,146.3583157871632,2024-12-07
Puerto Rico,3,70.20980401302924,2024-12-07
Rhode Island,3,2.829711433958808,2024-12-07
South Carolina,3,16.589511663317637,2024-12-07
South Dakota,3,7.028399607246726,2024-12-07
Tennessee,3,112.879346868947,2024-12-07
Texas,3,545.3070973376307,2024-12-07
US,3,3857.014456129993,2024-12-07
Utah,3,26.713026304732637,2024-12-07
Vermont,3,5.6639738644689395,2024-12-07
Virginia,3,100.163658300247,2024-12-07
Washington,3,122.46134795353495,2024-12-07
West Virginia,3,16.0106295197145,2024-12-07
Wisconsin,3,76.72463556882856,2024-12-07
Wyoming,3,22.3903814556152,2024-12-07
