"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value","model"
2024-11-30,"Alabama",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,54.0750023339366,"argo_raw"
2024-11-30,"Alabama",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,56.7756563814227,"argo_raw"
2024-11-30,"Alabama",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,53.5900720327851,"argo_raw"
2024-11-30,"Alabama",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,49.0558606970111,"argo_raw"
2024-11-30,"Alaska",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,6.26625973344671,"argo_raw"
2024-11-30,"Alaska",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,5.84031031956876,"argo_raw"
2024-11-30,"Alaska",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,5.86968481553968,"argo_raw"
2024-11-30,"Alaska",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,5.78831684477585,"argo_raw"
2024-11-30,"Arizona",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,495.861495525793,"argo_raw"
2024-11-30,"Arizona",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,481.867182020112,"argo_raw"
2024-11-30,"Arizona",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,519.874521723741,"argo_raw"
2024-11-30,"Arizona",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,521.716742831619,"argo_raw"
2024-11-30,"Arkansas",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,20.909989402371,"argo_raw"
2024-11-30,"Arkansas",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,24.4876502979459,"argo_raw"
2024-11-30,"Arkansas",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,15.3452160458498,"argo_raw"
2024-11-30,"Arkansas",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,16.9924529816877,"argo_raw"
2024-11-30,"California",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,457.942540599386,"argo_raw"
2024-11-30,"California",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,412.918852887893,"argo_raw"
2024-11-30,"California",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,391.51629107567,"argo_raw"
2024-11-30,"California",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,403.611539001515,"argo_raw"
2024-11-30,"Colorado",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,50.3331324094286,"argo_raw"
2024-11-30,"Colorado",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,47.7863064233378,"argo_raw"
2024-11-30,"Colorado",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,37.867208850482,"argo_raw"
2024-11-30,"Colorado",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,39.7227948781986,"argo_raw"
2024-11-30,"Connecticut",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,30.7112080983963,"argo_raw"
2024-11-30,"Connecticut",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,30.0656071247453,"argo_raw"
2024-11-30,"Connecticut",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,20.8009125928793,"argo_raw"
2024-11-30,"Connecticut",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,20.8009125928793,"argo_raw"
2024-11-30,"Delaware",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,9.86133172058718,"argo_raw"
2024-11-30,"Delaware",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,8.87569797787497,"argo_raw"
