"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value","model"
2024-12-07,"Alabama",0,"wk inc flu hosp",2024-12-07,"quantile",0.5,72.1884946715451,"argo2_raw"
2024-12-07,"Alabama",1,"wk inc flu hosp",2024-12-14,"quantile",0.5,66.9756913710889,"argo2_raw"
2024-12-07,"Alabama",2,"wk inc flu hosp",2024-12-21,"quantile",0.5,60.2730352883221,"argo2_raw"
2024-12-07,"Alabama",3,"wk inc flu hosp",2024-12-28,"quantile",0.5,63.7828236760762,"argo2_raw"
2024-12-07,"Alaska",0,"wk inc flu hosp",2024-12-07,"quantile",0.5,9.03521969799569,"argo2_raw"
2024-12-07,"Alaska",1,"wk inc flu hosp",2024-12-14,"quantile",0.5,8.5493609444327,"argo2_raw"
2024-12-07,"Alaska",2,"wk inc flu hosp",2024-12-21,"quantile",0.5,7.94407096670361,"argo2_raw"
2024-12-07,"Alaska",3,"wk inc flu hosp",2024-12-28,"quantile",0.5,7.70877453644338,"argo2_raw"
2024-12-07,"Arizona",0,"wk inc flu hosp",2024-12-07,"quantile",0.5,616.940042648769,"argo2_raw"
2024-12-07,"Arizona",1,"wk inc flu hosp",2024-12-14,"quantile",0.5,595.833304108926,"argo2_raw"
2024-12-07,"Arizona",2,"wk inc flu hosp",2024-12-21,"quantile",0.5,596.090746201781,"argo2_raw"
2024-12-07,"Arizona",3,"wk inc flu hosp",2024-12-28,"quantile",0.5,612.311039102852,"argo2_raw"
2024-12-07,"Arkansas",0,"wk inc flu hosp",2024-12-07,"quantile",0.5,23.8589753578311,"argo2_raw"
2024-12-07,"Arkansas",1,"wk inc flu hosp",2024-12-14,"quantile",0.5,22.3365080825579,"argo2_raw"
2024-12-07,"Arkansas",2,"wk inc flu hosp",2024-12-21,"quantile",0.5,10.9985329160492,"argo2_raw"
2024-12-07,"Arkansas",3,"wk inc flu hosp",2024-12-28,"quantile",0.5,6.8959516415427,"argo2_raw"
2024-12-07,"California",0,"wk inc flu hosp",2024-12-07,"quantile",0.5,692.999056327674,"argo2_raw"
2024-12-07,"California",1,"wk inc flu hosp",2024-12-14,"quantile",0.5,639.683644743549,"argo2_raw"
2024-12-07,"California",2,"wk inc flu hosp",2024-12-21,"quantile",0.5,611.385341043273,"argo2_raw"
2024-12-07,"California",3,"wk inc flu hosp",2024-12-28,"quantile",0.5,638.776164615982,"argo2_raw"
2024-12-07,"Colorado",0,"wk inc flu hosp",2024-12-07,"quantile",0.5,77.9418486149779,"argo2_raw"
2024-12-07,"Colorado",1,"wk inc flu hosp",2024-12-14,"quantile",0.5,76.1331719082886,"argo2_raw"
2024-12-07,"Colorado",2,"wk inc flu hosp",2024-12-21,"quantile",0.5,69.6548718965809,"argo2_raw"
2024-12-07,"Colorado",3,"wk inc flu hosp",2024-12-28,"quantile",0.5,68.5051067213247,"argo2_raw"
2024-12-07,"Connecticut",0,"wk inc flu hosp",2024-12-07,"quantile",0.5,24.5709954862635,"argo2_raw"
2024-12-07,"Connecticut",1,"wk inc flu hosp",2024-12-14,"quantile",0.5,17.9469141000058,"argo2_raw"
2024-12-07,"Connecticut",2,"wk inc flu hosp",2024-12-21,"quantile",0.5,5.92117732107716,"argo2_raw"
2024-12-07,"Connecticut",3,"wk inc flu hosp",2024-12-28,"quantile",0.5,0.975760875103845,"argo2_raw"
2024-12-07,"Delaware",0,"wk inc flu hosp",2024-12-07,"quantile",0.5,15.7280600779476,"argo2_raw"
2024-12-07,"Delaware",1,"wk inc flu hosp",2024-12-14,"quantile",0.5,13.5512536170917,"argo2_raw"
2024-12-07,"Delaware",2,"wk inc flu hosp",2024-12-21,"quantile",0.5,12.2282102885551,"argo2_raw"
2024-12-07,"Delaware",3,"wk inc flu hosp",2024-12-28,"quantile",0.5,12.9142444158838,"argo2_raw"
2024-12-07,"District of Columbia",0,"wk inc flu hosp",2024-12-07,"quantile",0.5,6.37444067811978,"argo2_raw"
2024-12-07,"District of Columbia",1,"wk inc flu hosp",2024-12-14,"quantile",0.5,4.66336524062864,"argo2_raw"
2024-12-07,"District of Columbia",2,"wk inc flu hosp",2024-12-21,"quantile",0.5,3.90087372786951,"argo2_raw"
2024-12-07,"District of Columbia",3,"wk inc flu hosp",2024-12-28,"quantile",0.5,4.05195877914945,"argo2_raw"
2024-12-07,"Florida",0,"wk inc flu hosp",2024-12-07,"quantile",0.5,564.487844832804,"argo2_raw"
2024-12-07,"Florida",1,"wk inc flu hosp",2024-12-14,"quantile",0.5,555.791950584722,"argo2_raw"
2024-12-07,"Florida",2,"wk inc flu hosp",2024-12-21,"quantile",0.5,543.062564564681,"argo2_raw"
2024-12-07,"Florida",3,"wk inc flu hosp",2024-12-28,"quantile",0.5,567.309066615707,"argo2_raw"
2024-12-07,"Georgia",0,"wk inc flu hosp",2024-12-07,"quantile",0.5,81.9095087507745,"argo2_raw"
