"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value","model"
2024-12-21,"Alabama",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,213.405492422307,"argo2_raw"
2024-12-21,"Alabama",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,213.092215555261,"argo2_raw"
2024-12-21,"Alabama",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,190.921042800083,"argo2_raw"
2024-12-21,"Alabama",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,195.660185886851,"argo2_raw"
2024-12-21,"Alaska",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,20.3625270795622,"argo2_raw"
2024-12-21,"Alaska",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,18.5352493270891,"argo2_raw"
2024-12-21,"Alaska",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,16.537657423377,"argo2_raw"
2024-12-21,"Alaska",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,16.1952302233742,"argo2_raw"
2024-12-21,"Arizona",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,1041.16179952436,"argo2_raw"
2024-12-21,"Arizona",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,999.914231040234,"argo2_raw"
2024-12-21,"Arizona",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,950.807535364504,"argo2_raw"
2024-12-21,"Arizona",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,960.743738576299,"argo2_raw"
2024-12-21,"Arkansas",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,52.7190713195258,"argo2_raw"
2024-12-21,"Arkansas",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,59.216767362391,"argo2_raw"
2024-12-21,"Arkansas",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,40.0068488418267,"argo2_raw"
2024-12-21,"Arkansas",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,34.4581529763915,"argo2_raw"
2024-12-21,"California",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,1474.95756130198,"argo2_raw"
2024-12-21,"California",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,1398.57186858396,"argo2_raw"
2024-12-21,"California",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,1286.79713262497,"argo2_raw"
2024-12-21,"California",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,1315.8865973757,"argo2_raw"
2024-12-21,"Colorado",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,148.889576857014,"argo2_raw"
2024-12-21,"Colorado",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,137.088976542798,"argo2_raw"
2024-12-21,"Colorado",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,117.706031665248,"argo2_raw"
2024-12-21,"Colorado",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,123.16851038478,"argo2_raw"
2024-12-21,"Connecticut",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,36.6256346371026,"argo2_raw"
2024-12-21,"Connecticut",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,35.928022127152,"argo2_raw"
2024-12-21,"Connecticut",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,15.9078641775234,"argo2_raw"
2024-12-21,"Connecticut",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,15.8102342523749,"argo2_raw"
2024-12-21,"Delaware",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,16.2536858615674,"argo2_raw"
2024-12-21,"Delaware",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,17.141573752848,"argo2_raw"
2024-12-21,"Delaware",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,14.2026036822982,"argo2_raw"
2024-12-21,"Delaware",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,13.2860286330461,"argo2_raw"
2024-12-21,"District of Columbia",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,10.2221459575812,"argo2_raw"
2024-12-21,"District of Columbia",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,10.187168312776,"argo2_raw"
2024-12-21,"District of Columbia",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,7.04401572803459,"argo2_raw"
2024-12-21,"District of Columbia",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,7.35315797348194,"argo2_raw"
2024-12-21,"Florida",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,893.484944808032,"argo2_raw"
2024-12-21,"Florida",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,893.606286802581,"argo2_raw"
2024-12-21,"Florida",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,830.360050426302,"argo2_raw"
2024-12-21,"Florida",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,825.671665512558,"argo2_raw"
2024-12-21,"Georgia",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,257.115015998798,"argo2_raw"
2024-12-21,"Georgia",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,283.347118354724,"argo2_raw"
2024-12-21,"Georgia",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,235.16779647029,"argo2_raw"
2024-12-21,"Georgia",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,246.166573864726,"argo2_raw"
2024-12-21,"Hawaii",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,30.3946384041514,"argo2_raw"
2024-12-21,"Hawaii",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,29.0318309136495,"argo2_raw"
2024-12-21,"Hawaii",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,27.7781530604497,"argo2_raw"
2024-12-21,"Hawaii",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,28.7082781199009,"argo2_raw"
2024-12-21,"Idaho",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,102.323362357696,"argo2_raw"
2024-12-21,"Idaho",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,92.4878968076312,"argo2_raw"
2024-12-21,"Idaho",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,76.1051307067767,"argo2_raw"
2024-12-21,"Idaho",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,77.2124191694591,"argo2_raw"
2024-12-21,"Illinois",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,273.64712191101,"argo2_raw"
2024-12-21,"Illinois",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,269.058785184479,"argo2_raw"
2024-12-21,"Illinois",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,216.856863649272,"argo2_raw"
2024-12-21,"Illinois",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,217.200151689227,"argo2_raw"
2024-12-21,"Indiana",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,182.927220875252,"argo2_raw"
2024-12-21,"Indiana",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,181.408827731151,"argo2_raw"
2024-12-21,"Indiana",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,130.148524303771,"argo2_raw"
2024-12-21,"Indiana",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,128.631913962802,"argo2_raw"
2024-12-21,"Iowa",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,33.567552792583,"argo2_raw"
2024-12-21,"Iowa",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,27.0896779345257,"argo2_raw"
2024-12-21,"Iowa",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,11.7788609775955,"argo2_raw"
2024-12-21,"Iowa",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,8.18760475654139,"argo2_raw"
2024-12-21,"Kansas",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,96.2081025186716,"argo2_raw"
2024-12-21,"Kansas",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,93.3220359354807,"argo2_raw"
2024-12-21,"Kansas",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,78.8577185977052,"argo2_raw"
2024-12-21,"Kansas",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,78.0887495030401,"argo2_raw"
