"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value","model"
2024-12-21,"Alabama",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,207.662122240056,"argo_raw"
2024-12-21,"Alabama",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,205.163317525508,"argo_raw"
2024-12-21,"Alabama",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,153.998990665941,"argo_raw"
2024-12-21,"Alabama",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,214.076359015847,"argo_raw"
2024-12-21,"Alaska",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,15.0185793733097,"argo_raw"
2024-12-21,"Alaska",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,15.8751340504844,"argo_raw"
2024-12-21,"Alaska",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,15.1024912265658,"argo_raw"
2024-12-21,"Alaska",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,16.0939258122595,"argo_raw"
2024-12-21,"Arizona",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,1110.68298872698,"argo_raw"
2024-12-21,"Arizona",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,1028.75213075227,"argo_raw"
2024-12-21,"Arizona",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,1083.79302701997,"argo_raw"
2024-12-21,"Arizona",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,1095.18549405034,"argo_raw"
2024-12-21,"Arkansas",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,55.438522746838,"argo_raw"
2024-12-21,"Arkansas",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,58.7415911481055,"argo_raw"
2024-12-21,"Arkansas",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,46.111050885626,"argo_raw"
2024-12-21,"Arkansas",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,39.2938012750225,"argo_raw"
2024-12-21,"California",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,1555.51684753606,"argo_raw"
2024-12-21,"California",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,1303.08288338607,"argo_raw"
2024-12-21,"California",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,1314.91587678119,"argo_raw"
2024-12-21,"California",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,1479.01385622742,"argo_raw"
2024-12-21,"Colorado",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,146.452546267815,"argo_raw"
2024-12-21,"Colorado",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,134.945369614859,"argo_raw"
2024-12-21,"Colorado",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,109.307653086746,"argo_raw"
2024-12-21,"Colorado",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,109.307653086746,"argo_raw"
2024-12-21,"Connecticut",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,36.9868425574804,"argo_raw"
2024-12-21,"Connecticut",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,33.6697998766675,"argo_raw"
2024-12-21,"Connecticut",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,29.2584764242393,"argo_raw"
2024-12-21,"Connecticut",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,29.5227690450133,"argo_raw"
2024-12-21,"Delaware",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,14.282331656295,"argo_raw"
2024-12-21,"Delaware",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,10.9779046206019,"argo_raw"
2024-12-21,"Delaware",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,10.6908743170953,"argo_raw"
2024-12-21,"Delaware",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,10.6908743170953,"argo_raw"
2024-12-21,"District of Columbia",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,8.72801881339313,"argo_raw"
2024-12-21,"District of Columbia",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,6.42500222202568,"argo_raw"
2024-12-21,"District of Columbia",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,6.50267700600722,"argo_raw"
2024-12-21,"District of Columbia",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,6.50267700600722,"argo_raw"
2024-12-21,"Florida",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,874.44776727266,"argo_raw"
2024-12-21,"Florida",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,1011.25996979284,"argo_raw"
2024-12-21,"Florida",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,899.560237396873,"argo_raw"
2024-12-21,"Florida",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,922.334260399482,"argo_raw"
2024-12-21,"Georgia",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,250.208834352599,"argo_raw"
2024-12-21,"Georgia",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,297.604598996014,"argo_raw"
2024-12-21,"Georgia",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,175.550725567053,"argo_raw"
2024-12-21,"Georgia",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,173.682284902733,"argo_raw"
2024-12-21,"Hawaii",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,22.1280156785891,"argo_raw"
2024-12-21,"Hawaii",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,20.603939715044,"argo_raw"
2024-12-21,"Hawaii",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,19.7903311542594,"argo_raw"
2024-12-21,"Hawaii",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,20.6207639159032,"argo_raw"
2024-12-21,"Idaho",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,85.8322583310615,"argo_raw"
2024-12-21,"Idaho",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,82.2957423015912,"argo_raw"
2024-12-21,"Idaho",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,72.8599734038525,"argo_raw"
2024-12-21,"Idaho",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,72.8599734038525,"argo_raw"
2024-12-21,"Illinois",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,296.736908436393,"argo_raw"
2024-12-21,"Illinois",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,315.376446128597,"argo_raw"
2024-12-21,"Illinois",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,217.988450716169,"argo_raw"
2024-12-21,"Illinois",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,259.629147448222,"argo_raw"
2024-12-21,"Indiana",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,196.667440765193,"argo_raw"
2024-12-21,"Indiana",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,241.068135212273,"argo_raw"
2024-12-21,"Indiana",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,167.779367709294,"argo_raw"
2024-12-21,"Indiana",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,163.982748189682,"argo_raw"
2024-12-21,"Iowa",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,28.628198751159,"argo_raw"
2024-12-21,"Iowa",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,28.5542588543973,"argo_raw"
2024-12-21,"Iowa",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,24.761522083203,"argo_raw"
2024-12-21,"Iowa",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,25.5128606312249,"argo_raw"
2024-12-21,"Kansas",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,95.0874445686278,"argo_raw"
2024-12-21,"Kansas",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,78.9573184836463,"argo_raw"
2024-12-21,"Kansas",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,66.3209580450458,"argo_raw"
2024-12-21,"Kansas",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,63.7577613537806,"argo_raw"
2024-12-21,"Kentucky",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,99.6104534280989,"argo_raw"
2024-12-21,"Kentucky",1,"wk inc flu hosp",2024-12-28,"quantile",0.5,117.187450998814,"argo_raw"
2024-12-21,"Kentucky",2,"wk inc flu hosp",2025-01-04,"quantile",0.5,66.7088996873892,"argo_raw"
2024-12-21,"Kentucky",3,"wk inc flu hosp",2025-01-11,"quantile",0.5,80.1065596068439,"argo_raw"
2024-12-21,"Louisiana",0,"wk inc flu hosp",2024-12-21,"quantile",0.5,244.340577707243,"argo_raw"
