"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value","model"
2024-12-28,"Alabama",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,476.460117637371,"argo2_raw"
2024-12-28,"Alabama",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,445.578269839218,"argo2_raw"
2024-12-28,"Alabama",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,436.609692077261,"argo2_raw"
2024-12-28,"Alabama",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,462.119160618921,"argo2_raw"
2024-12-28,"Alaska",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,13.705218872071,"argo2_raw"
2024-12-28,"Alaska",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,10.3165119545078,"argo2_raw"
2024-12-28,"Alaska",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,8.71309921490661,"argo2_raw"
2024-12-28,"Alaska",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,8.32010387707436,"argo2_raw"
2024-12-28,"Arizona",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,400.525488306156,"argo2_raw"
2024-12-28,"Arizona",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,398.364273155874,"argo2_raw"
2024-12-28,"Arizona",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,296.266308210022,"argo2_raw"
2024-12-28,"Arizona",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,223.083545196465,"argo2_raw"
2024-12-28,"Arkansas",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,75.7372767614034,"argo2_raw"
2024-12-28,"Arkansas",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,74.1897465288397,"argo2_raw"
2024-12-28,"Arkansas",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,48.429654791524,"argo2_raw"
2024-12-28,"Arkansas",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,45.0668649726584,"argo2_raw"
2024-12-28,"California",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,2507.17482782657,"argo2_raw"
2024-12-28,"California",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,2265.54861909386,"argo2_raw"
2024-12-28,"California",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,2173.22679326284,"argo2_raw"
2024-12-28,"California",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,2240.53591413243,"argo2_raw"
2024-12-28,"Colorado",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,193.866831188346,"argo2_raw"
2024-12-28,"Colorado",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,162.495326326955,"argo2_raw"
2024-12-28,"Colorado",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,135.113495055143,"argo2_raw"
2024-12-28,"Colorado",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,134.651003010737,"argo2_raw"
2024-12-28,"Connecticut",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,72.2962664646159,"argo2_raw"
2024-12-28,"Connecticut",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,58.7586981885747,"argo2_raw"
2024-12-28,"Connecticut",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,32.7411715874625,"argo2_raw"
2024-12-28,"Connecticut",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,27.5597470344477,"argo2_raw"
2024-12-28,"Delaware",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,51.6942286473552,"argo2_raw"
2024-12-28,"Delaware",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,48.285412339998,"argo2_raw"
2024-12-28,"Delaware",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,43.6749842781905,"argo2_raw"
2024-12-28,"Delaware",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,44.7684325909227,"argo2_raw"
2024-12-28,"District of Columbia",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,18.9423807063284,"argo2_raw"
2024-12-28,"District of Columbia",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,18.9550687345063,"argo2_raw"
2024-12-28,"District of Columbia",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,14.5824422501713,"argo2_raw"
2024-12-28,"District of Columbia",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,14.1549656889298,"argo2_raw"
2024-12-28,"Florida",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,1292.16744855035,"argo2_raw"
2024-12-28,"Florida",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,1228.3775169514,"argo2_raw"
2024-12-28,"Florida",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,1146.80791626245,"argo2_raw"
2024-12-28,"Florida",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,1151.79119711144,"argo2_raw"
2024-12-28,"Georgia",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,401.032640995896,"argo2_raw"
2024-12-28,"Georgia",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,402.230230281997,"argo2_raw"
2024-12-28,"Georgia",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,315.608243172497,"argo2_raw"
2024-12-28,"Georgia",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,319.684707367509,"argo2_raw"
2024-12-28,"Hawaii",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,37.4659213119229,"argo2_raw"
2024-12-28,"Hawaii",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,34.1246909756693,"argo2_raw"
2024-12-28,"Hawaii",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,32.6583606598526,"argo2_raw"
2024-12-28,"Hawaii",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,33.9439756688526,"argo2_raw"
2024-12-28,"Idaho",0,"wk inc flu hosp",2024-12-28,"quantile",0.5,209.079290985267,"argo2_raw"
2024-12-28,"Idaho",1,"wk inc flu hosp",2025-01-04,"quantile",0.5,185.499625234183,"argo2_raw"
2024-12-28,"Idaho",2,"wk inc flu hosp",2025-01-11,"quantile",0.5,174.436106968407,"argo2_raw"
2024-12-28,"Idaho",3,"wk inc flu hosp",2025-01-18,"quantile",0.5,178.3029157363,"argo2_raw"
