location_name,horizon,value,date
Alabama,1,5.948480312635394,2024-10-05
Alaska,1,2.255759192354761,2024-10-05
Arizona,1,12.668464463597273,2024-10-05
Arkansas,1,6.74418246490913,2024-10-05
California,1,29.86151847910617,2024-10-05
Colorado,1,3.213941168064491,2024-10-05
Connecticut,1,2.0000506576462564,2024-10-05
Delaware,1,-0.15841549126794482,2024-10-05
District of Columbia,1,0.24309600677869814,2024-10-05
Florida,1,166.96176549229628,2024-10-05
Georgia,1,19.37523788941607,2024-10-05
Hawaii,1,2.959034728776209,2024-10-05
Idaho,1,0.6443348547000519,2024-10-05
Illinois,1,3.6046859392334194,2024-10-05
Indiana,1,13.739555634624237,2024-10-05
Iowa,1,2.1568306960374346,2024-10-05
Kansas,1,4.8966603469602195,2024-10-05
Kentucky,1,4.418456293270573,2024-10-05
Louisiana,1,4.021281235660322,2024-10-05
Maine,1,1.1726797256840582,2024-10-05
Maryland,1,4.811582199250143,2024-10-05
Massachusetts,1,3.1409576314540555,2024-10-05
Michigan,1,0.6861742381588234,2024-10-05
Minnesota,1,5.67764768272778,2024-10-05
Mississippi,1,4.584050150573631,2024-10-05
Missouri,1,3.5968312905888027,2024-10-05
Montana,1,0.32629110347050283,2024-10-05
Nebraska,1,2.009671713738037,2024-10-05
Nevada,1,3.2649618914387055,2024-10-05
New Hampshire,1,4.7141261256462075,2024-10-05
New Jersey,1,16.677181758532615,2024-10-05
New Mexico,1,0.9892872823438973,2024-10-05
New York,1,2.340575056726121,2024-10-05
North Carolina,1,23.740074719762884,2024-10-05
North Dakota,1,0.8118469946930102,2024-10-05
Ohio,1,10.696439441927275,2024-10-05
Oklahoma,1,5.976404373959808,2024-10-05
Oregon,1,4.434300824721325,2024-10-05
Pennsylvania,1,8.525958362753304,2024-10-05
Puerto Rico,1,-0.19829426830215915,2024-10-05
Rhode Island,1,1.3273453302287812,2024-10-05
South Carolina,1,11.656953546835947,2024-10-05
South Dakota,1,0.9487424643259542,2024-10-05
Tennessee,1,12.04425031579483,2024-10-05
Texas,1,76.50139408717835,2024-10-05
US,1,630.9977524972387,2024-10-05
Utah,1,0.03183531888204235,2024-10-05
Vermont,1,0.05824036611633719,2024-10-05
Virginia,1,26.788002308724593,2024-10-05
Washington,1,1.3291341535931418,2024-10-05
West Virginia,1,3.967067572639346,2024-10-05
Wisconsin,1,1.8986207821774173,2024-10-05
Wyoming,1,0.4530763053370992,2024-10-05
