location_name,horizon,value,date
Alabama,4,271.24182445161574,2025-01-11
Alaska,4,21.059418266549333,2025-01-11
Arizona,4,730.3148937410128,2025-01-11
Arkansas,4,152.26660853442806,2025-01-11
California,4,1750.362332586167,2025-01-11
Colorado,4,239.52564019590918,2025-01-11
Connecticut,4,288.14652460207753,2025-01-11
Delaware,4,26.12036882919309,2025-01-11
District of Columbia,4,25.293879555448736,2025-01-11
Florida,4,1084.289329524154,2025-01-11
Georgia,4,327.8088193057161,2025-01-11
Hawaii,4,47.470557538128716,2025-01-11
Idaho,4,109.16284739243967,2025-01-11
Illinois,4,669.8655392937029,2025-01-11
Indiana,4,494.2004599799473,2025-01-11
Iowa,4,92.71160475812046,2025-01-11
Kansas,4,108.4356952974012,2025-01-11
Kentucky,4,123.56292378006778,2025-01-11
Louisiana,4,236.02814600248482,2025-01-11
Maine,4,26.990918354007622,2025-01-11
Maryland,4,170.92950616980843,2025-01-11
Massachusetts,4,129.4502021547946,2025-01-11
Michigan,4,291.61039507858305,2025-01-11
Minnesota,4,188.50658200191688,2025-01-11
Mississippi,4,171.23480411245387,2025-01-11
Missouri,4,203.38745812278125,2025-01-11
Montana,4,80.1633990837842,2025-01-11
Nebraska,4,31.049354851353602,2025-01-11
Nevada,4,223.02466761015555,2025-01-11
New Hampshire,4,47.02370475575952,2025-01-11
New Jersey,4,349.9704785642366,2025-01-11
New Mexico,4,237.4175903761815,2025-01-11
New York,4,829.0942707310742,2025-01-11
North Carolina,4,529.9417873024157,2025-01-11
North Dakota,4,39.08917527837888,2025-01-11
Ohio,4,424.94564775137246,2025-01-11
Oklahoma,4,96.52819982572503,2025-01-11
Oregon,4,474.90809406399023,2025-01-11
Pennsylvania,4,821.3889390832653,2025-01-11
Puerto Rico,4,69.97072109740388,2025-01-11
Rhode Island,4,23.388021350680138,2025-01-11
South Carolina,4,242.47644394066964,2025-01-11
South Dakota,4,45.29389700035743,2025-01-11
Tennessee,4,402.347172142929,2025-01-11
Texas,4,1442.7083968943862,2025-01-11
US,4,7870.828301976193,2025-01-11
Utah,4,59.06421699754061,2025-01-11
Vermont,4,37.064135828496795,2025-01-11
Virginia,4,360.0085546506336,2025-01-11
Washington,4,429.85207084309235,2025-01-11
West Virginia,4,122.32862487458843,2025-01-11
Wisconsin,4,231.76429922010422,2025-01-11
Wyoming,4,38.55977686400852,2025-01-11
